paper_ID,GPUs,CPUs
2023/Sharma et al. - 2023 - Materialistic Selecting Similar Materials in Images,['NVIDIA A10G'],[]
2023/Shen et al. - 2023 - CT2Hair High-Fidelity 3D Hair Modeling using Computed Tomography,['NVIDIA GeForce RTX 3090'],[]
2023/Shen et al. - 2023 - Flexible Isosurface Extraction for Gradient-Based Mesh Optimization,[],[]
2023/Shen et al. - 2023 - Scratch-based Reflection Art via Differentiable Rendering,['NVIDIA GeForce RTX 3090'],['AMD Ryzen 9 5950X']
2023/Song et al. - 2023 - Guided Linear Upsampling,['NVIDIA GeForce GTX 1650'],[]
2023/Sugimoto et al. - 2023 - A Practical Walk-on-Boundary Method for Boundary Value Problems,[],[]
2023/Sun et al. - 2023 - Eventfulness for Interactive Video Alignment,[],[]
2023/Tabellion et al. - 2023 - Computational Long Exposure Mobile Photography,[],[]
2023/Tang et al. - 2023 - Beyond Chainmail Computational Modeling of Discrete Interlocking Materials,[],['Intel Core i9-12900HK']
2023/Trevithick et al. - 2023 - Real-Time Radiance Fields for Single-Image Portrait View Synthesis,['NVIDIA GeForce RTX 3090'],[]
2023/Vaidyanathan et al. - 2023 - Random-Access Neural Compression of Material Textures,['NVIDIA GeForce RTX 4090'],[]
2023/Valevski et al. - 2023 - UniTune Text-Driven Image Editing by Fine Tuning a Diffusion Model on a Single Image,[],[]
2023/Vidulis et al. - 2023 - Computational Exploration of Multistable Elastic Knots,[],['AMD Ryzen Threadripper 3990X']
2023/Voglreiter et al. - 2023 - Trim Regions for Online Computation of From-Region Potentially Visible Sets,"['NVIDIA GeForce RTX 4090', 'NVIDIA TITAN Xp']",['Intel Core i7-7700']
2023/Wang - 2023 - OctFormer Octree-based Transformers for 3D Point Clouds,['NVIDIA GeForce RTX 3090'],[]
2023/Wang et al. - 2023 - A Temporal Coherent Topology Optimization Approach for Assembly Planning of Bespoke Frame Structures,[],['AMD Ryzen Threadripper PRO 5995WX']
2023/Wang et al. - 2023 - Language-based Photo Color Adjustment for Graphic Designs,[],[]
2023/Wang et al. - 2023 - Variational quasi-harmonic maps for computing diffeomorphisms,[],[]
2023/Weier et al. - 2023 - Neural Prefiltering for Correlation-Aware Levels of Detail,['NVIDIA GeForce RTX 3080'],[]
2023/Weinrauch et al. - 2023 - Effect-based Multi-viewer Caching for Cloud-native Rendering,"['NVIDIA GeForce RTX 3090 Ti', 'NVIDIA RTX A6000']",[]
2023/Xia et al. - 2023 - A Practical Wave Optics Reflection Model for Hair and Fur,['NVIDIA GeForce RTX 3090'],['AMD Ryzen Threadripper 3970X']
2023/Xie et al. - 2023 - A Contact Proxy Splitting Method for Lagrangian Solid-Fluid Coupling,[],['Intel Core i9-10920X']
2023/Xiong et al. - 2023 - ETER Elastic Tessellation for Real-Time Pixel-Accurate Rendering of Large-Scale NURBS Models,['NVIDIA GeForce RTX 3090 Ti'],['Intel Core i7-13700KF']
2023/Xu et al. - 2023 - Composite Motion Learning with Task Control,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2023/Xu et al. - 2023 - Globally Consistent Normal Orientation for Point Clouds by Regularizing the Winding-Number Field,['NVIDIA GeForce RTX 3090'],['AMD Ryzen 9 5950X']
2023/Xue et al. - 2023 - Improved Water Sound Synthesis using Coupled Bubbles,['NVIDIA GeForce RTX 4090'],[]
"2023/Yi et al. - 2023 - EgoLocate Real-time Motion Capture, Localization, and Mapping with Sparse Body-mounted Sensors",[],['Intel Core i7-12700TE']
2023/Yin et al. - 2023 - Fluid Cohomology,[],[]
2023/Yu et al. - 2023 - A Full-Wave Reference Simulator for Computing Surface Reflectance,[],[]
2023/Yu et al. - 2023 - VideoDoodles Hand-Drawn Animations on Videos with Scene-Aware Canvases,[],[]
2023/Zhang et al. - 2023 - 3DShape2VecSet A 3D Shape Representation for Neural Fields and Generative Diffusion Models,[],[]
2023/Zhang et al. - 2023 - DreamFace Progressive Generation of Animatable 3D Faces under Text Guidance,[],[]
2023/Zhang et al. - 2023 - Film Grain Rendering and Parameter Estimation,[],[]
2023/Zhang et al. - 2023 - HACK Learning a Parametric Head and Neck Model for High-fidelity Animation,['NVIDIA TITAN Xp'],[]
2023/Zhang et al. - 2023 - Learning Physically Simulated Tennis Skills from Broadcast Videos,['NVIDIA A100 PCIe 40 GB'],[]
2023/Zhang et al. - 2023 - Pyramid Texture Filtering,['NVIDIA GeForce RTX 3090 Ti'],[]
2023/Zhao et al. - 2023 - Evolutionary Piecewise Developable Approximations,[],['Intel Core i7-8700']
2023/Zheng et al. - 2023 - AvatarReX Real-time Expressive Full-body Avatars,['NVIDIA GeForce RTX 3090'],[]
2023/Zheng et al. - 2023 - Locally Attentional SDF Diffusion for Controllable 3D Shape Generation,['NVIDIA GeForce GTX 1080 Ti'],[]
2023/Zong et al. - 2023 - P2M A Fast Solver for Querying Distance from Point to Mesh Surface,[],['AMD Ryzen 9 5950X']
2024/Amador Herrera et al. - 2024 - Cyclogenesis Simulating Hurricanes and Tornadoes,['NVIDIA GeForce RTX 2080 Ti'],[]
2024/Bai et al. - 2024 - Universal Facial Encoding of Codec Avatars from VR Headsets,"['NVIDIA GeForce RTX 3090', 'NVIDIA A100X']",[]
2024/Cai et al. - 2024 - NeuralTO Neural Reconstruction and View Synthesis of Translucent Objects,['NVIDIA GeForce RTX 3090'],[]
2024/Capouellez and Zorin - 2024 - Seamless Parametrization in Penner Coordinates,[],[]
2024/Chen et al. - 2024 - Lightning-fast Method of Fundamental Solutions,"['NVIDIA RTX A6000', 'NVIDIA GeForce RTX 3060 Mobile']",['AMD Ryzen 7 5800H']
2024/Chen et al. - 2024 - PEA-PODs Perceptual Evaluation of Algorithms for Power Optimization in XR Displays,[],[]
2024/Chen et al. - 2024 - Position-Based Nonlinear Gauss-Seidel for Quasistatic Hyperelasticity,[],['AMD Ryzen Threadripper PRO 3995WX']
2024/Chen et al. - 2024 - Temporally Stable Metropolis Light Transport Denoising using Recurrent Transformer Blocks,['NVIDIA A100X'],[]
2024/Chen et al. - 2024 - Vertex Block Descent,['NVIDIA GeForce RTX 4090'],['AMD Ryzen 9 5950X']
2024/Choi et al. - 2024 - 3Doodle Compact Abstraction of Objects with 3D Strokes,[],[]
2024/Corman - 2024 - Curvature-Driven Conformal Deformations,[],[]
2024/Crespel et al. - 2024 - Contact detection between curved fibres high order makes a difference,[],[]
2024/Da├ƒler and Gu╠ênther - 2024 - Variational Feature Extraction in Scientific Visualization,[],['Intel Core i9-10980XE']
2024/de Goes and Desbrun - 2024 - Stochastic Computation of Barycentric Coordinates,[],[]
2024/Dong et al. - 2024 - NeurCADRecon Neural Representation for Reconstructing CAD Surfaces by Enforcing Zero Gaussian Curva,['NVIDIA GeForce RTX 3090'],['AMD EPYC 7642']
2024/Duckworth et al. - 2024 - SMERF Streamable Memory Efficient Radiance Fields for Real-Time Large-Scene Exploration,[],[]
2024/Fan et al. - 2024 - Conditional Mixture Path Guiding for Differentiable Rendering,['NVIDIA GeForce RTX 4080'],['Intel Core i9-13900KF']
2024/Fan et al. - 2024 - Specular Polynomials,['NVIDIA GeForce RTX 4080'],['Intel Core i9-13900KF']
2024/Feng and Crane - 2024 - A Heat Method for Generalized Signed Distance,[],[]
2024/Fischer and Ritschel - 2024 - ZeroGrads Learning Local Surrogates for Non-Differentiable Graphics,[],[]
2024/Gao et al. - 2024 - DiffCAD Weakly-Supervised Probabilistic CAD Model Retrieval and Alignment from an RGB Image,['NVIDIA RTX A6000'],['Intel A100']
2024/Ge et al. - 2024 - Creating LEGO Figurines from Single Images,['NVIDIA A100X'],[]
2024/Gillespie et al. - 2024 - Ray Tracing Harmonic Functions,"['NVIDIA GeForce RTX 3090 Ti', 'NVIDIA GeForce RTX 3090']",[]
2024/Groth et al. - 2024 - Cybersickness Reduction via Gaze-Contingent Image Deformation,['NVIDIA GeForce RTX 4090'],[]
2024/Gu et al. - 2024 - Analogist Out-of-the-box Visual In-Context Learning with Image Diffusion Model,[],[]
2024/Gu et al. - 2024 - Target-Aware Image Denoising for Inverse Monte Carlo Rendering,['NVIDIA GeForce RTX 3090'],[]
2024/Hafner et al. - 2024 - Spin-It Faster Quadrics Solve All Topology Optimization Problems That Depend Only On Mass Moments,[],[]
2024/Han et al. - 2024 - A Neural Network Model for Efficient Musculoskeletal-Driven Skin Deformation,[],['AMD Ryzen Threadripper PRO 3995WX']
2024/He et al. - 2024 - DressCode Autoregressively Sewing and Generating Garments from Text Guidance,[],[]
2024/Heiss-Synak et al. - 2024 - Multi-Material Mesh-Based Surface Tracking with Implicit Topology Changes,[],['Intel Core i7-7820X']
2024/Hirose et al. - 2024 - Solid Knitting,[],[]
2024/Hopkins et al. - 2024 - Interactive Design of Stylized Walking Gaits for Robotic Characters,[],[]
2024/Hsu et al. - 2024 - Real-time Physically Guided Hair Interpolation,"['NVIDIA GeForce RTX 4090', 'NVIDIA GeForce RTX 3080', 'NVIDIA GeForce GTX 1080']",[]
2024/Huang et al. - 2024 - Spatial and Surface Correspondence Field for Interaction Transfer,['NVIDIA TITAN V'],[]
2024/Jain et al. - 2024 - Efficient Debris-flow Simulation for Steep Terrain Erosion,['NVIDIA RTX A6000'],[]
2024/Jin et al. - 2024 - Audio Matters Too! Enhancing Markerless Motion Capture with Audio Signals for String Performance Cap,[],[]
2024/Ju et al. - 2024 - Adaptive grid generation for discretizing implicit complexes,[],['Intel Core i9-10900X']
2024/Kerbl et al. - 2024 - A Hierarchical 3D Gaussian Representation for Real-Time Rendering of Very Large Datasets,"['NVIDIA GeForce RTX 4090', 'NVIDIA GeForce RTX 4080', 'NVIDIA Tesla V100 PCIe 16 GB', 'NVIDIA RTX A6000']",[]
2024/Kim et al. - 2024 - Holographic Parallax Improves 3D Perceptual Realism,[],[]
2024/Kokosza et al. - 2024 - Scintilla Simulating Combustible Vegetation for Wildfires,[],[]
2024/Lee et al. - 2024 - Theory of Human Tetrachromatic Color Experience and Printing,[],[]
2024/Li et al. - 2024 - Differentiable Geodesic Distance for Intrinsic Minimization on Triangle Meshes,[],['AMD Ryzen Threadripper PRO 5995WX']
2024/Li et al. - 2024 - Interactive Invigoration Volumetric Modeling of Trees with Strands,[],['Intel Core i9-10850K']
2024/Li et al. - 2024 - Kinetic Simulation of Turbulent Multifluid Flows,"['NVIDIA GeForce RTX 4090', 'NVIDIA T400']",['AMD Ryzen 9 7900X3D']
2024/Li et al. - 2024 - NICER A New and Improved Consumed Endurance and Recovery Metric to Quantify Muscle Fatigue of Mid-A,[],[]
2024/Li et al. - 2024 - TensoSDF Roughness-aware Tensorial Representation for Robust Geometry and Material Reconstruction,[],[]
2024/Liu et al. - 2024 - Automatic Digital Garment Initialization from Sewing Patterns,['NVIDIA GeForce RTX 4090'],['Intel Core i9-13900K']
2024/Liu et al. - 2024 - Neural Slicer for Multi-Axis 3D Printing,['NVIDIA GeForce RTX 4080'],['Intel Core i5-12600HE']
2024/Liu et al. - 2024 - SketchDream Sketch-based Text-To-3D Generation and Editing,"['NVIDIA RTX A6000', 'NVIDIA A100 PCIe 40 GB']",[]
2024/Liu et al. - 2024 - Smooth Bijective Projection in a High-order Shell,[],['Intel Core i7-4790K']
2024/Liu et al. - 2024 - Split-and-Fit Learning B-Reps via Structure-Aware Voronoi Partitioning,[],[]
2024/Lu et al. - 2024 - Real-Time Path Guiding Using Bounding Voxel Sampling,['NVIDIA GeForce RTX 3070'],[]
2024/Lucas et al. - 2024 - A Fully-correlated Anisotropic Micrograin BSDF Model,['NVIDIA GeForce RTX 2080'],[]
2024/Maesumi et al. - 2024 - One Noise to Rule Them All Learning a Unified Model of Spatially-Varying Noise Patterns,['NVIDIA GeForce RTX 3090'],[]
"2024/Mantiuk et al. - 2024 - ColorVideoVDP A visual difference predictor for image, video and display distortions",[],[]
2024/Miki and Mitchell - 2024 - Alignment conditions for NURBS-based design of mixed tension-compression grid shells,['NVIDIA GeForce RTX 3070'],['Intel Core i9-13900']
2024/Miller et al. - 2024 - WalkinÔÇÖ Robin Walk on Stars with Robin Boundary Conditions,['NVIDIA GeForce RTX 3090'],[]
"2024/Modi et al. - 2024 - Simplicits Mesh-Free, Geometry-Agnostic Elastic Simulation",[],[]
2024/Montes Maestre et al. - 2024 - FlexScale Modeling and Characterization of Flexible Scaled Sheets,[],['AMD Ryzen Threadripper 7960X']
2024/Mujkanovic et al. - 2024 - Neural Gaussian Scale-Space Fields,['NVIDIA A40 PCIe'],[]
2024/Nayar et al. - 2024 - Cricket A Self-Powered Chirping Pixel,[],[]
2024/Ni et al. - 2024 - An Induce-on-Boundary Magnetostatic Solver for Grid-Based Ferrofluids,['NVIDIA GeForce RTX 4090'],"['AMD Ryzen 9 7950X', 'AMD EPYC 9654']"
2024/Noma et al. - 2024 - Surface-Filling Curve Flows via Implicit Medial Axes,[],[]
2024/Numerow et al. - 2024 - Differentiable Voronoi Diagrams for Simulation of Cell-Based Mechanical Systems,[],['AMD Ryzen Threadripper PRO 5995WX']
2024/Pajouheshgar et al. - 2024 - Mesh Neural Cellular Automata,['NVIDIA A100X'],[]
2024/Palma et al. - 2024 - Capacitive Touch Sensing on General 3D Surfaces,[],['Intel Core i9-9980HK']
2024/Palmer et al. - 2024 - Lifting Directional Fields to Minimal Sections,['NVIDIA A100 PCIe 40 GB'],[]
"2024/Pan et al. - 2024 - S3 Speech, Script and Scene driven Head and Eye Animation",[],[]
2024/Peng et al. - 2024 - CharacterGen Efficient 3D Character Generation from Single Images with Multi-View Pose Canonicaliza,['NVIDIA A800 PCIe 40 GB'],[]
2024/Peng et al. - 2024 - X-SLAM Scalable Dense SLAM for Task-aware Optimization using CSFD,"['NVIDIA GeForce RTX 4090', 'NVIDIA GeForce RTX 2070']","['Intel Core i9-13900KF', 'Intel Core i7-10750H']"
2024/Perla et al. - 2024 - EASI-Tex Edge-Aware Mesh Texturing from Single Image,[],[]
2024/Radl et al. - 2024 - StopThePop Sorted Gaussian Splatting for View-Consistent Real-time Rendering,['NVIDIA GeForce RTX 4090'],[]
2024/Reiser et al. - 2024 - Binary Opacity Grids Capturing Fine Geometric Detail for Mesh-Based View Synthesis,['NVIDIA GeForce RTX 3090'],[]
2024/Ren et al. - 2024 - Computational Homogenization for Inverse Design of Surface-based Inflatables,[],[]
2024/Ren et al. - 2024 - LightFormer Light-Oriented Global Neural Rendering in Dynamic Scene,['NVIDIA RTX A6000'],[]
2024/Sassen et al. - 2024 - Repulsive Shells,[],"['AMD EPYC 7601', 'Intel Core i7-1260P']"
2024/Schott et al. - 2024 - Terrain Amplification using Multi Scale Erosion,['NVIDIA GeForce RTX 3080'],[]
2024/Segall et al. - 2024 - Fabric Tessellation Realizing Freeform Surfaces by Smocking,[],[]
2024/Seyb et al. - 2024 - From microfacets to participating media A unified theory of light transport with stochastic geometr,[],[]
2024/Shi et al. - 2024 - Interactive Character Control with Auto-Regressive Motion Diffusion Models,['NVIDIA GeForce RTX 4090'],['Intel Core i9-13900K']
2024/Shi et al. - 2024 - Split-Aperture 2-in-1 Computational Cameras,[],[]
2024/Soliman et al. - 2024 - Going with the Flow,[],['AMD Ryzen 7 5800X']
2024/Spainhour et al. - 2024 - Robust Containment Queries over Collections of Rational Parametric Curves via Generalized Winding Nu,[],[]
2024/Starke et al. - 2024 - Categorical Codebook Matching for Embodied Character Controllers,['NVIDIA GeForce RTX 4090'],[]
2024/Steinberg et al. - 2024 - A Free-Space Diffraction BSDF,[],['AMD Ryzen Threadripper PRO 5975WX']
2024/Su et al. - 2024 - Proxy Tracing Unbiased Reciprocal Estimation for Optimized Sampling in BDPT,[],['Intel Core i9-12900K']
2024/Sun et al. - 2024 - DiffPoseTalk Speech-Driven Stylistic 3D Facial Animation and Head Pose Generation via Diffusion Mod,['NVIDIA GeForce RTX 3090'],[]
2024/Tang et al. - 2024 - RealFill Reference-Driven Generation for Authentic Image Completion,[],[]
2024/Tao et al. - 2024 - A Vortex Particle-on-Mesh Method for Soap Film Simulation,[],['AMD Ryzen 9 7950X']
2024/Tariq and Didyk - 2024 - Towards Motion Metamers for Foveated Rendering,['NVIDIA GeForce RTX 4090'],[]
2024/Tewel et al. - 2024 - Training-Free Consistent Text-to-Image Generation,[],[]
2024/Thiery et al. - 2024 - Biharmonic Coordinates and their Derivatives for Triangular 3D Cages,[],[]
2024/Wang et al. - 2024 - Bilateral Guided Radiance Field Processing,[],[]
2024/Wang et al. - 2024 - Implicit Swept Volume SDF Enabling Continuous Collision-Free Trajectory Generation for Arbitrary Sh,[],[]
2024/West and Mukherjee - 2024 - Stylized Rendering as a Function of Expectation,[],['Intel Core i9-13900KF']
"2024/Williams et al. - 2024 - fVDB  A Deep-Learning Framework for Sparse, Large Scale, and High Performance Spatial Intelligence","['NVIDIA RTX 6000 Ada Generation', 'NVIDIA GeForce RTX 3090 Ti', 'NVIDIA GeForce RTX 4090']","['AMD Ryzen 9 7950X', 'AMD Ryzen Threadripper PRO 3975WX']"
2024/Wolski et al. - 2024 - Learning Images Across Scales Using Adversarial Training,[],['Intel A100']
2024/Wu et al. - 2024 - BlockFusion Expandable 3D Scene Generation using Latent Tri-plane Extrapolation,['NVIDIA Tesla V100 PCIe 16 GB'],[]
2024/Wu et al. - 2024 - Portrait3D Text-Guided High-Quality 3D Portrait Generation Using Pyramid Representation and GANs Pr,"['NVIDIA GeForce RTX 4090', 'NVIDIA GeForce RTX 3080 Ti']",[]
2024/Xu et al. - 2024 - BrepGen A B-rep Generative Diffusion Model with Structured Latent Geometry,['NVIDIA RTX A5000'],[]
2024/Xu et al. - 2024 - CWF Consolidating Weak Features in High-quality Mesh Simplification,[],['AMD Ryzen 9 5950X']
2024/Yan et al. - 2024 - Deep Sketch Vectorization via Implicit Surface Extraction,"['NVIDIA A100X', 'NVIDIA GeForce GT 555M 3 GB']","['AMD EPYC 7543', 'Intel Core i7-7700HQ']"
2024/Yang et al. - 2024 - Learning a Generalized Physical Face Model From Data,['NVIDIA RTX A6000'],[]
2024/Yao et al. - 2024 - MoConVQ Unified Physics-Based Motion Control via Scalable Discrete Representations,['NVIDIA GeForce RTX 3090'],['Intel Xeon E5-2678 v3']
2024/Yi et al. - 2024 - Spin-Weighted Spherical Harmonics for Polarized Light Transport,['NVIDIA GeForce RTX 4090'],['Intel Core i9-12900K']
2024/Yu and Wang - 2024 - Super-Resolution Cloth Animation with Spatial and Temporal Coherence,['NVIDIA GeForce RTX 4090'],['Intel Core i9-13900K']
2024/Yu et al. - 2024 - 3D-Layers Bringing Layer-Based Color Editing to VR Painting,['NVIDIA GeForce RTX 2080'],[]
2024/Zhang and Agrawala - 2024 - Transparent Image Layer Diffusion using Latent Transparency,"['NVIDIA GeForce RTX 3070', 'NVIDIA GeForce RTX 4090']",[]
2024/Zhang et al. - 2024 - Area ReSTIR Resampling for Real-Time Defocus and Antialiasing,['NVIDIA GeForce RTX 4090'],['AMD Ryzen 9 7950X']
2024/Zhang et al. - 2024 - CLAY A Controllable Large-scale Generative Model for Creating High-quality 3D Assets,"['NVIDIA A100X', 'NVIDIA A800 PCIe 40 GB']",[]
2024/Zhang et al. - 2024 - DreamMat High-quality PBR Material Generation with Geometry- and Light-aware Diffusion Models,['NVIDIA GeForce RTX 4090'],[]
2024/Zhang et al. - 2024 - Progressive Dynamics for Cloth and Shell Animation,[],['Intel Core i7-10700K']
2024/Zhang et al. - 2024 - Semantic Gesticulator Semantics-Aware Co-Speech Gesture Synthesis,['NVIDIA GeForce RTX 3090 Ti'],[]
2024/Zhang et al. - 2024 - Text-to-Vector Generation with Neural Path Representation,['NVIDIA GeForce RTX 3090'],[]
2024/Zheng et al. - 2024 - Proxy Asset Generation for Cloth Simulation in Games,['NVIDIA GeForce RTX 3090'],['Intel Core i9-12900HK']
2024/Zhou et al. - 2024 - Eulerian-Lagrangian Fluid Simulation on Particle Flow Maps,"['NVIDIA GeForce RTX 3080', 'NVIDIA RTX A6000']",['AMD Ryzen Threadripper 5990X']
2024/Zhu et al. - 2024 - Computational Illusion Knitting,[],[]
2024/Zhuang et al. - 2024 - TIP-Editor An Accurate 3D Editor Following Both Text-Prompts And Image-Prompts,[],[]
